================================================================================
ESV CROSS-REFERENCE REPOSITIONING - ALL BOOKS
================================================================================

Processing ezekiel_43.xml... ✓ 17 verses, 33 crossrefs repositioned
Processing ezekiel_44.xml... ✓ 24 verses, 40 crossrefs repositioned
Processing ezekiel_45.xml... ✓ 15 verses, 14 crossrefs repositioned
Processing ezekiel_46.xml... ✓ 15 verses, 25 crossrefs repositioned
Processing ezekiel_47.xml... ✓ 12 verses, 25 crossrefs repositioned
Processing ezekiel_48.xml... ✓ 18 verses, 18 crossrefs repositioned
Processing ezekiel_5.xml... ✓ 14 verses, 31 crossrefs repositioned
Processing ezekiel_6.xml... ✓ 12 verses, 25 crossrefs repositioned
Processing ezekiel_8.xml... ✓ 16 verses, 47 crossrefs repositioned
Processing ezekiel_9.xml... ✓ 10 verses, 23 crossrefs repositioned
Processing ezra_1.xml... ✓ 5 verses, 8 crossrefs repositioned
Processing ezra_10.xml... ✓ 16 verses, 25 crossrefs repositioned
Processing ezra_2.xml... ✓ 12 verses, 14 crossrefs repositioned
Processing ezra_3.xml... ✓ 9 verses, 20 crossrefs repositioned
Processing ezra_4.xml... ✓ 7 verses, 12 crossrefs repositioned
Processing ezra_5.xml... ✓ 11 verses, 16 crossrefs repositioned
Processing ezra_6.xml... ✓ 13 verses, 19 crossrefs repositioned
Processing ezra_7.xml... ✓ 9 verses, 11 crossrefs repositioned
Processing ezra_8.xml... ✓ 16 verses, 28 crossrefs repositioned
Processing ezra_9.xml... ✓ 10 verses, 18 crossrefs repositioned
Processing galatians_1.xml... ✓ 16 verses, 27 crossrefs repositioned
Processing galatians_2.xml... ✓ 14 verses, 32 crossrefs repositioned
Processing galatians_3.xml... ✓ 21 verses, 43 crossrefs repositioned
Processing galatians_4.xml... ✓ 22 verses, 37 crossrefs repositioned
Processing galatians_5.xml... ✓ 21 verses, 36 crossrefs repositioned
Processing galatians_6.xml... ✓ 15 verses, 25 crossrefs repositioned
Processing genesis_1.xml... ✓ 16 verses, 20 crossrefs repositioned
Processing genesis_10.xml... ✓ 7 verses, 9 crossrefs repositioned
Processing genesis_11.xml... ✓ 11 verses, 13 crossrefs repositioned
Processing genesis_12.xml... ✓ 9 verses, 10 crossrefs repositioned
Processing genesis_13.xml... ✓ 6 verses, 12 crossrefs repositioned
Processing genesis_14.xml... ✓ 14 verses, 24 crossrefs repositioned
Processing genesis_15.xml... ✓ 13 verses, 21 crossrefs repositioned
Processing genesis_16.xml... ✓ 9 verses, 11 crossrefs repositioned
Processing genesis_17.xml... ✓ 13 verses, 23 crossrefs repositioned
Processing genesis_18.xml... ✓ 18 verses, 20 crossrefs repositioned
Processing genesis_19.xml... ✓ 16 verses, 19 crossrefs repositioned
Processing genesis_2.xml... ✓ 12 verses, 11 crossrefs repositioned
Processing genesis_20.xml... ✓ 13 verses, 17 crossrefs repositioned
Processing genesis_21.xml... ✓ 19 verses, 23 crossrefs repositioned
Processing genesis_22.xml... ✓ 10 verses, 13 crossrefs repositioned
Processing genesis_23.xml... ✓ 6 verses, 7 crossrefs repositioned
Processing genesis_24.xml... ✓ 33 verses, 38 crossrefs repositioned
Processing genesis_25.xml... ✓ 18 verses, 25 crossrefs repositioned
Processing genesis_26.xml... ✓ 15 verses, 21 crossrefs repositioned
Processing genesis_27.xml... ✓ 21 verses, 32 crossrefs repositioned
Processing genesis_28.xml... ✓ 15 verses, 24 crossrefs repositioned
Processing genesis_29.xml... ✓ 16 verses, 13 crossrefs repositioned
Processing genesis_3.xml... ✓ 16 verses, 18 crossrefs repositioned
Processing genesis_32.xml... ✓ 16 verses, 20 crossrefs repositioned
Processing genesis_33.xml... ✓ 12 verses, 15 crossrefs repositioned
Processing genesis_34.xml... ✓ 12 verses, 19 crossrefs repositioned
Processing genesis_35.xml... ✓ 17 verses, 26 crossrefs repositioned
Processing genesis_36.xml... ✓ 16 verses, 18 crossrefs repositioned
Processing genesis_37.xml... ✓ 23 verses, 30 crossrefs repositioned
Processing genesis_38.xml... ✓ 15 verses, 20 crossrefs repositioned
Processing genesis_39.xml... ✓ 12 verses, 14 crossrefs repositioned
Processing genesis_40.xml... ✓ 10 verses, 14 crossrefs repositioned
Processing genesis_41.xml... ✓ 27 verses, 33 crossrefs repositioned
Processing genesis_42.xml... ✓ 17 verses, 25 crossrefs repositioned
Processing genesis_43.xml... ✓ 17 verses, 21 crossrefs repositioned
Processing genesis_44.xml... ✓ 18 verses, 23 crossrefs repositioned
Processing genesis_45.xml... ✓ 12 verses, 14 crossrefs repositioned
Processing genesis_46.xml... ✓ 19 verses, 24 crossrefs repositioned
Processing genesis_47.xml... ✓ 19 verses, 27 crossrefs repositioned
Processing genesis_48.xml... ✓ 14 verses, 20 crossrefs repositioned
Processing genesis_49.xml... ✓ 26 verses, 39 crossrefs repositioned
Processing genesis_5.xml... ✓ 3 verses, 3 crossrefs repositioned
Processing genesis_50.xml... ✓ 13 verses, 15 crossrefs repositioned
Processing genesis_6.xml... ✓ 9 verses, 13 crossrefs repositioned
Processing genesis_7.xml... ✓ 9 verses, 11 crossrefs repositioned
Processing genesis_8.xml... ✓ 4 verses, 7 crossrefs repositioned
Processing genesis_9.xml... ✓ 13 verses, 12 crossrefs repositioned
Processing habakkuk_1.xml... ✓ 15 verses, 26 crossrefs repositioned
Processing habakkuk_3.xml... ✓ 14 verses, 29 crossrefs repositioned
Processing haggai_1.xml... ✓ 14 verses, 23 crossrefs repositioned
Processing hebrews_1.xml... ✓ 11 verses, 19 crossrefs repositioned
Processing hebrews_10.xml... ✓ 24 verses, 41 crossrefs repositioned
Processing hebrews_11.xml... ✓ 32 verses, 59 crossrefs repositioned
Processing hebrews_12.xml... ✓ 20 verses, 28 crossrefs repositioned
Processing hebrews_13.xml... ✓ 22 verses, 38 crossrefs repositioned
Processing hebrews_2.xml... ✓ 14 verses, 39 crossrefs repositioned
Processing hebrews_3.xml... ✓ 11 verses, 14 crossrefs repositioned
Processing hebrews_4.xml... ✓ 10 verses, 19 crossrefs repositioned
Processing hebrews_5.xml... ✓ 10 verses, 17 crossrefs repositioned
Processing hebrews_6.xml... ✓ 12 verses, 18 crossrefs repositioned
Processing hebrews_7.xml... ✓ 13 verses, 21 crossrefs repositioned
Processing hebrews_8.xml... ✓ 9 verses, 13 crossrefs repositioned
Processing hebrews_9.xml... ✓ 18 verses, 31 crossrefs repositioned
Processing hosea_1.xml... ✓ 9 verses, 24 crossrefs repositioned
Processing hosea_10.xml... ✓ 12 verses, 25 crossrefs repositioned
Processing hosea_11.xml... ✓ 11 verses, 20 crossrefs repositioned
Processing hosea_13.xml... ✓ 14 verses, 31 crossrefs repositioned
Processing hosea_14.xml... ✓ 9 verses, 14 crossrefs repositioned
Processing hosea_2.xml... ✓ 21 verses, 47 crossrefs repositioned
Processing hosea_3.xml... ✓ 4 verses, 12 crossrefs repositioned
Processing hosea_4.xml... ✓ 14 verses, 24 crossrefs repositioned
Processing hosea_5.xml... ✓ 13 verses, 16 crossrefs repositioned
Processing hosea_8.xml... ✓ 12 verses, 20 crossrefs repositioned
Processing hosea_9.xml... ✓ 15 verses, 32 crossrefs repositioned
Processing isaiah_1.xml... ✓ 25 verses, 51 crossrefs repositioned
Processing isaiah_10.xml... ✓ 29 verses, 58 crossrefs repositioned
Processing isaiah_11.xml... ✓ 12 verses, 32 crossrefs repositioned
Processing isaiah_12.xml... ✓ 3 verses, 6 crossrefs repositioned
Processing isaiah_13.xml... ✓ 17 verses, 27 crossrefs repositioned
Processing isaiah_14.xml... ✓ 20 verses, 30 crossrefs repositioned
Processing isaiah_15.xml... ✓ 6 verses, 11 crossrefs repositioned
Processing isaiah_17.xml... ✓ 10 verses, 14 crossrefs repositioned
Processing isaiah_19.xml... ✓ 18 verses, 27 crossrefs repositioned
Processing isaiah_2.xml... ✓ 17 verses, 26 crossrefs repositioned
Processing isaiah_20.xml... ✓ 2 verses, 3 crossrefs repositioned
Processing isaiah_21.xml... ✓ 13 verses, 24 crossrefs repositioned
Processing isaiah_22.xml... ✓ 16 verses, 31 crossrefs repositioned
Processing isaiah_23.xml... ✓ 9 verses, 13 crossrefs repositioned
Processing isaiah_24.xml... ✓ 14 verses, 20 crossrefs repositioned
Processing isaiah_25.xml... ✓ 9 verses, 14 crossrefs repositioned
Processing isaiah_26.xml... ✓ 13 verses, 15 crossrefs repositioned
Processing isaiah_27.xml... ✓ 9 verses, 14 crossrefs repositioned
Processing isaiah_28.xml... ✓ 17 verses, 24 crossrefs repositioned
Processing isaiah_29.xml... ✓ 19 verses, 25 crossrefs repositioned
Processing isaiah_3.xml... ✓ 17 verses, 26 crossrefs repositioned
Processing isaiah_30.xml... ✓ 26 verses, 46 crossrefs repositioned
Processing isaiah_31.xml... ✓ 7 verses, 12 crossrefs repositioned
Processing isaiah_32.xml... ✓ 9 verses, 13 crossrefs repositioned
Processing isaiah_33.xml... ✓ 18 verses, 25 crossrefs repositioned
Processing isaiah_34.xml... ✓ 12 verses, 15 crossrefs repositioned
Processing isaiah_35.xml... ✓ 6 verses, 9 crossrefs repositioned
Processing isaiah_36.xml... ✓ 10 verses, 12 crossrefs repositioned
Processing isaiah_37.xml... ✓ 18 verses, 24 crossrefs repositioned
Processing isaiah_38.xml... ✓ 10 verses, 16 crossrefs repositioned
Processing isaiah_39.xml... ✓ 2 verses, 3 crossrefs repositioned
Processing isaiah_40.xml... ✓ 20 verses, 23 crossrefs repositioned
Processing isaiah_41.xml... ✓ 19 verses, 28 crossrefs repositioned
Processing isaiah_42.xml... ✓ 16 verses, 23 crossrefs repositioned
Processing isaiah_43.xml... ✓ 20 verses, 32 crossrefs repositioned
Processing isaiah_44.xml... ✓ 17 verses, 26 crossrefs repositioned
Processing isaiah_45.xml... ✓ 20 verses, 34 crossrefs repositioned
Processing isaiah_46.xml... ✓ 8 verses, 9 crossrefs repositioned
Processing isaiah_47.xml... ✓ 10 verses, 17 crossrefs repositioned
Processing isaiah_48.xml... ✓ 15 verses, 22 crossrefs repositioned
Processing isaiah_49.xml... ✓ 21 verses, 33 crossrefs repositioned
Processing isaiah_5.xml... ✓ 25 verses, 40 crossrefs repositioned
Processing isaiah_50.xml... ✓ 7 verses, 13 crossrefs repositioned
Processing isaiah_51.xml... ✓ 18 verses, 37 crossrefs repositioned
Processing isaiah_52.xml... ✓ 13 verses, 20 crossrefs repositioned
Processing isaiah_53.xml... ✓ 11 verses, 19 crossrefs repositioned
Processing isaiah_54.xml... ✓ 10 verses, 11 crossrefs repositioned
Processing isaiah_55.xml... ✓ 7 verses, 10 crossrefs repositioned
Processing isaiah_56.xml... ✓ 10 verses, 17 crossrefs repositioned
Processing isaiah_57.xml... ✓ 17 verses, 28 crossrefs repositioned
Processing isaiah_6.xml... ✓ 10 verses, 16 crossrefs repositioned
Processing isaiah_60.xml... ✓ 17 verses, 30 crossrefs repositioned
Processing isaiah_61.xml... ✓ 7 verses, 11 crossrefs repositioned
Processing isaiah_62.xml... ✓ 11 verses, 19 crossrefs repositioned
Processing isaiah_63.xml... ✓ 15 verses, 22 crossrefs repositioned
Processing isaiah_65.xml... ✓ 22 verses, 35 crossrefs repositioned
Processing isaiah_66.xml... ✓ 20 verses, 22 crossrefs repositioned
Processing isaiah_7.xml... ✓ 19 verses, 28 crossrefs repositioned
Processing isaiah_8.xml... ✓ 16 verses, 21 crossrefs repositioned
Processing isaiah_9.xml... ✓ 15 verses, 34 crossrefs repositioned
Processing james_1.xml... ✓ 17 verses, 37 crossrefs repositioned
Processing james_2.xml... ✓ 15 verses, 22 crossrefs repositioned
Processing james_3.xml... ✓ 10 verses, 20 crossrefs repositioned
Processing james_4.xml... ✓ 11 verses, 18 crossrefs repositioned
Processing james_5.xml... ✓ 17 verses, 32 crossrefs repositioned
Processing jeremiah_1.xml... ✓ 16 verses, 33 crossrefs repositioned
Processing jeremiah_11.xml... ✓ 16 verses, 31 crossrefs repositioned
Processing jeremiah_12.xml... ✓ 14 verses, 27 crossrefs repositioned
Processing jeremiah_13.xml... ✓ 16 verses, 28 crossrefs repositioned
Processing jeremiah_14.xml... ✓ 21 verses, 38 crossrefs repositioned
Processing jeremiah_17.xml... ✓ 21 verses, 39 crossrefs repositioned
Processing jeremiah_19.xml... ✓ 9 verses, 18 crossrefs repositioned
Processing jeremiah_2.xml... ✓ 32 verses, 60 crossrefs repositioned
Processing jeremiah_20.xml... ✓ 13 verses, 29 crossrefs repositioned
Processing jeremiah_21.xml... ✓ 9 verses, 16 crossrefs repositioned
Processing jeremiah_23.xml... ✓ 27 verses, 52 crossrefs repositioned
Processing jeremiah_24.xml... ✓ 5 verses, 11 crossrefs repositioned
Processing jeremiah_25.xml... ✓ 26 verses, 41 crossrefs repositioned
Processing jeremiah_26.xml... ✓ 16 verses, 26 crossrefs repositioned
Processing jeremiah_27.xml... ✓ 15 verses, 28 crossrefs repositioned
Processing jeremiah_28.xml... ✓ 8 verses, 14 crossrefs repositioned
Processing jeremiah_29.xml... ✓ 16 verses, 22 crossrefs repositioned
Processing jeremiah_3.xml... ✓ 20 verses, 33 crossrefs repositioned
Processing jeremiah_30.xml... ✓ 18 verses, 38 crossrefs repositioned
Processing jeremiah_31.xml... ✓ 32 verses, 72 crossrefs repositioned
Processing jeremiah_32.xml... ✓ 32 verses, 65 crossrefs repositioned
Processing jeremiah_33.xml... ✓ 16 verses, 22 crossrefs repositioned
Processing jeremiah_34.xml... ✓ 12 verses, 24 crossrefs repositioned
Processing jeremiah_35.xml... ✓ 7 verses, 13 crossrefs repositioned
Processing jeremiah_36.xml... ✓ 18 verses, 30 crossrefs repositioned
Processing jeremiah_37.xml... ✓ 14 verses, 26 crossrefs repositioned
Processing jeremiah_38.xml... ✓ 20 verses, 37 crossrefs repositioned
Processing jeremiah_39.xml... ✓ 11 verses, 19 crossrefs repositioned
Processing jeremiah_4.xml... ✓ 25 verses, 41 crossrefs repositioned
Processing jeremiah_40.xml... ✓ 12 verses, 23 crossrefs repositioned
Processing jeremiah_41.xml... ✓ 11 verses, 17 crossrefs repositioned
Processing jeremiah_42.xml... ✓ 14 verses, 14 crossrefs repositioned
Processing jeremiah_44.xml... ✓ 23 verses, 48 crossrefs repositioned
Processing jeremiah_45.xml... ✓ 3 verses, 7 crossrefs repositioned
Processing jeremiah_46.xml... ✓ 25 verses, 47 crossrefs repositioned
Processing jeremiah_48.xml... ✓ 33 verses, 57 crossrefs repositioned
Processing jeremiah_49.xml... ✓ 33 verses, 71 crossrefs repositioned
Processing jeremiah_5.xml... ✓ 23 verses, 34 crossrefs repositioned
Processing jeremiah_50.xml... ✓ 35 verses, 61 crossrefs repositioned
Processing jeremiah_51.xml... ✓ 46 verses, 96 crossrefs repositioned
Processing jeremiah_52.xml... ✓ 19 verses, 23 crossrefs repositioned
Processing jeremiah_6.xml... ✓ 25 verses, 47 crossrefs repositioned
Processing jeremiah_7.xml... ✓ 24 verses, 46 crossrefs repositioned
Processing jeremiah_8.xml... ✓ 20 verses, 36 crossrefs repositioned
Processing jeremiah_9.xml... ✓ 22 verses, 33 crossrefs repositioned
Processing job_1.xml... ✓ 14 verses, 33 crossrefs repositioned
Processing job_10.xml... ✓ 14 verses, 26 crossrefs repositioned
Processing job_11.xml... ✓ 14 verses, 23 crossrefs repositioned
Processing job_12.xml... ✓ 20 verses, 24 crossrefs repositioned
Processing job_15.xml... ✓ 21 verses, 32 crossrefs repositioned
Processing job_16.xml... ✓ 18 verses, 31 crossrefs repositioned
Processing job_18.xml... ✓ 17 verses, 18 crossrefs repositioned
Processing job_19.xml... ✓ 25 verses, 33 crossrefs repositioned
Processing job_2.xml... ✓ 9 verses, 20 crossrefs repositioned
Processing job_20.xml... ✓ 18 verses, 28 crossrefs repositioned
Processing job_21.xml... ✓ 26 verses, 36 crossrefs repositioned
Processing job_22.xml... ✓ 25 verses, 38 crossrefs repositioned
Processing job_23.xml... ✓ 11 verses, 20 crossrefs repositioned
Processing job_24.xml... ✓ 19 verses, 26 crossrefs repositioned
Processing job_25.xml... ✓ 3 verses, 7 crossrefs repositioned
Processing job_26.xml... ✓ 13 verses, 18 crossrefs repositioned
Processing job_28.xml... ✓ 15 verses, 19 crossrefs repositioned
Processing job_29.xml... ✓ 20 verses, 32 crossrefs repositioned
Processing job_3.xml... ✓ 14 verses, 16 crossrefs repositioned
Processing job_30.xml... ✓ 25 verses, 37 crossrefs repositioned
Processing job_31.xml... ✓ 29 verses, 39 crossrefs repositioned
Processing job_32.xml... ✓ 8 verses, 11 crossrefs repositioned
Processing job_33.xml... ✓ 28 verses, 46 crossrefs repositioned
Processing job_34.xml... ✓ 26 verses, 37 crossrefs repositioned
Processing job_35.xml... ✓ 12 verses, 17 crossrefs repositioned
Processing job_36.xml... ✓ 27 verses, 45 crossrefs repositioned
Processing job_38.xml... ✓ 32 verses, 40 crossrefs repositioned
Processing job_4.xml... ✓ 15 verses, 20 crossrefs repositioned
Processing job_40.xml... ✓ 15 verses, 19 crossrefs repositioned
Processing job_41.xml... ✓ 10 verses, 10 crossrefs repositioned
Processing job_42.xml... ✓ 13 verses, 18 crossrefs repositioned
Processing job_5.xml... ✓ 19 verses, 27 crossrefs repositioned
Processing job_6.xml... ✓ 12 verses, 16 crossrefs repositioned
Processing job_8.xml... ✓ 16 verses, 20 crossrefs repositioned
Processing job_9.xml... ✓ 28 verses, 41 crossrefs repositioned
Processing joel_1.xml... ✓ 18 verses, 33 crossrefs repositioned
Processing joel_2.xml... ✓ 27 verses, 60 crossrefs repositioned
Processing joel_3.xml... ✓ 17 verses, 26 crossrefs repositioned
Processing john_1.xml... ✓ 32 verses, 67 crossrefs repositioned
Processing john_10.xml... ✓ 26 verses, 46 crossrefs repositioned
Processing john_11.xml... ✓ 37 verses, 61 crossrefs repositioned
Processing john_12.xml... ✓ 38 verses, 66 crossrefs repositioned
Processing john_13.xml... ✓ 27 verses, 48 crossrefs repositioned
Processing john_14.xml... ✓ 24 verses, 46 crossrefs repositioned
Processing john_15.xml... ✓ 23 verses, 40 crossrefs repositioned
Processing john_17.xml... ✓ 21 verses, 59 crossrefs repositioned
Processing john_18.xml... ✓ 23 verses, 40 crossrefs repositioned
Processing john_19.xml... ✓ 32 verses, 47 crossrefs repositioned
Processing john_2.xml... ✓ 15 verses, 21 crossrefs repositioned
Processing john_20.xml... ✓ 22 verses, 39 crossrefs repositioned
Processing john_21.xml... ✓ 15 verses, 35 crossrefs repositioned
Processing john_3.xml... ✓ 30 verses, 46 crossrefs repositioned
Processing john_5.xml... ✓ 30 verses, 59 crossrefs repositioned
Processing john_6.xml... ✓ 55 verses, 78 crossrefs repositioned
Processing john_7.xml... ✓ 42 verses, 74 crossrefs repositioned
Processing jonah_1.xml... ✓ 13 verses, 22 crossrefs repositioned
Processing jonah_2.xml... ✓ 7 verses, 8 crossrefs repositioned
Processing jonah_3.xml... ✓ 6 verses, 9 crossrefs repositioned
Processing jonah_4.xml... ✓ 7 verses, 11 crossrefs repositioned
Processing joshua_1.xml... ✓ 9 verses, 14 crossrefs repositioned
Processing joshua_10.xml... ✓ 26 verses, 32 crossrefs repositioned
Processing joshua_11.xml... ✓ 17 verses, 30 crossrefs repositioned
Processing joshua_12.xml... ✓ 13 verses, 15 crossrefs repositioned
Processing joshua_13.xml... ✓ 13 verses, 12 crossrefs repositioned
Processing joshua_14.xml... ✓ 13 verses, 17 crossrefs repositioned
Processing joshua_15.xml... ✓ 28 verses, 40 crossrefs repositioned
Processing joshua_16.xml... ✓ 7 verses, 6 crossrefs repositioned
Processing joshua_18.xml... ✓ 14 verses, 20 crossrefs repositioned
Processing joshua_19.xml... ✓ 12 verses, 13 crossrefs repositioned
Processing joshua_2.xml... ✓ 11 verses, 16 crossrefs repositioned
Processing joshua_20.xml... ✓ 5 verses, 9 crossrefs repositioned
Processing joshua_21.xml... ✓ 11 verses, 16 crossrefs repositioned
Processing joshua_22.xml... ✓ 20 verses, 22 crossrefs repositioned
Processing joshua_23.xml... ✓ 10 verses, 13 crossrefs repositioned
Processing joshua_24.xml... ✓ 27 verses, 42 crossrefs repositioned
Processing joshua_3.xml... ✓ 14 verses, 17 crossrefs repositioned
Processing joshua_5.xml... ✓ 10 verses, 14 crossrefs repositioned
Processing joshua_6.xml... ✓ 15 verses, 19 crossrefs repositioned
Processing joshua_7.xml... ✓ 16 verses, 27 crossrefs repositioned
Processing joshua_8.xml... ✓ 20 verses, 26 crossrefs repositioned
Processing joshua_9.xml... ✓ 16 verses, 25 crossrefs repositioned
Processing jude_1.xml... ✓ 1 verses, 2 crossrefs repositioned
Processing judges_1.xml... ✓ 19 verses, 26 crossrefs repositioned
Processing judges_10.xml... ✓ 11 verses, 19 crossrefs repositioned
Processing judges_11.xml... ✓ 16 verses, 24 crossrefs repositioned
Processing judges_12.xml... ✓ 4 verses, 4 crossrefs repositioned
Processing judges_13.xml... ✓ 15 verses, 17 crossrefs repositioned
Processing judges_14.xml... ✓ 10 verses, 15 crossrefs repositioned
Processing judges_16.xml... ✓ 18 verses, 20 crossrefs repositioned
Processing judges_17.xml... ✓ 10 verses, 14 crossrefs repositioned
Processing judges_18.xml... ✓ 21 verses, 35 crossrefs repositioned
Processing judges_19.xml... ✓ 16 verses, 22 crossrefs repositioned
Processing judges_2.xml... ✓ 13 verses, 21 crossrefs repositioned
Processing judges_20.xml... ✓ 19 verses, 26 crossrefs repositioned
Processing judges_21.xml... ✓ 19 verses, 13 crossrefs repositioned
Processing judges_3.xml... ✓ 18 verses, 25 crossrefs repositioned
Processing judges_4.xml... ✓ 10 verses, 19 crossrefs repositioned
Processing judges_5.xml... ✓ 20 verses, 30 crossrefs repositioned
Processing judges_6.xml... ✓ 28 verses, 36 crossrefs repositioned
Processing judges_8.xml... ✓ 24 verses, 34 crossrefs repositioned
Processing judges_9.xml... ✓ 23 verses, 29 crossrefs repositioned
Processing lamentations_1.xml... ✓ 22 verses, 57 crossrefs repositioned
Processing lamentations_2.xml... ✓ 21 verses, 70 crossrefs repositioned
Processing lamentations_3.xml... ✓ 45 verses, 46 crossrefs repositioned
Processing lamentations_4.xml... ✓ 16 verses, 25 crossrefs repositioned
Processing lamentations_5.xml... ✓ 14 verses, 11 crossrefs repositioned
Processing leviticus_1.xml... ✓ 5 verses, 6 crossrefs repositioned
Processing leviticus_10.xml... ✓ 15 verses, 18 crossrefs repositioned
Processing leviticus_11.xml... ✓ 9 verses, 9 crossrefs repositioned
Processing leviticus_12.xml... ✓ 3 verses, 4 crossrefs repositioned
Processing leviticus_13.xml... ✓ 8 verses, 7 crossrefs repositioned
Processing leviticus_14.xml... ✓ 16 verses, 25 crossrefs repositioned
Processing leviticus_15.xml... ✓ 11 verses, 15 crossrefs repositioned
Processing leviticus_16.xml... ✓ 20 verses, 29 crossrefs repositioned
Processing leviticus_17.xml... ✓ 8 verses, 12 crossrefs repositioned
Processing leviticus_18.xml... ✓ 11 verses, 14 crossrefs repositioned
Processing leviticus_19.xml... ✓ 21 verses, 20 crossrefs repositioned
Processing leviticus_2.xml... ✓ 9 verses, 12 crossrefs repositioned
Processing leviticus_20.xml... ✓ 19 verses, 14 crossrefs repositioned
Processing leviticus_21.xml... ✓ 11 verses, 16 crossrefs repositioned
Processing leviticus_22.xml... ✓ 17 verses, 21 crossrefs repositioned
Processing leviticus_23.xml... ✓ 18 verses, 18 crossrefs repositioned
Processing leviticus_24.xml... ✓ 13 verses, 13 crossrefs repositioned
Processing leviticus_25.xml... ✓ 27 verses, 32 crossrefs repositioned
Processing leviticus_26.xml... ✓ 26 verses, 39 crossrefs repositioned
Processing leviticus_27.xml... ✓ 16 verses, 11 crossrefs repositioned
Processing leviticus_3.xml... ✓ 7 verses, 8 crossrefs repositioned
Processing leviticus_4.xml... ✓ 16 verses, 19 crossrefs repositioned
Processing leviticus_5.xml... ✓ 9 verses, 13 crossrefs repositioned
Processing leviticus_6.xml... ✓ 13 verses, 18 crossrefs repositioned
Processing leviticus_7.xml... ✓ 18 verses, 27 crossrefs repositioned
Processing leviticus_8.xml... ✓ 14 verses, 16 crossrefs repositioned
Processing leviticus_9.xml... ✓ 13 verses, 20 crossrefs repositioned
Processing luke_1.xml... ✓ 60 verses, 106 crossrefs repositioned
Processing luke_10.xml... ✓ 34 verses, 48 crossrefs repositioned
Processing luke_11.xml... ✓ 37 verses, 70 crossrefs repositioned
Processing luke_12.xml... ✓ 41 verses, 69 crossrefs repositioned
Processing luke_13.xml... ✓ 30 verses, 47 crossrefs repositioned
Processing luke_15.xml... ✓ 18 verses, 32 crossrefs repositioned
Processing luke_16.xml... ✓ 18 verses, 27 crossrefs repositioned
Processing luke_18.xml... ✓ 31 verses, 49 crossrefs repositioned
Processing luke_19.xml... ✓ 27 verses, 40 crossrefs repositioned
Processing luke_2.xml... ✓ 35 verses, 65 crossrefs repositioned
Processing luke_20.xml... ✓ 30 verses, 44 crossrefs repositioned
Processing luke_21.xml... ✓ 22 verses, 44 crossrefs repositioned
Processing luke_22.xml... ✓ 41 verses, 61 crossrefs repositioned
Processing luke_23.xml... ✓ 34 verses, 64 crossrefs repositioned
Processing luke_24.xml... ✓ 32 verses, 53 crossrefs repositioned
Processing luke_3.xml... ✓ 24 verses, 37 crossrefs repositioned
Processing luke_5.xml... ✓ 28 verses, 42 crossrefs repositioned
Processing luke_6.xml... ✓ 33 verses, 52 crossrefs repositioned
Processing luke_7.xml... ✓ 31 verses, 49 crossrefs repositioned
Processing luke_8.xml... ✓ 36 verses, 53 crossrefs repositioned
Processing luke_9.xml... ✓ 43 verses, 74 crossrefs repositioned
Processing malachi_1.xml... ✓ 12 verses, 18 crossrefs repositioned
Processing malachi_3.xml... ✓ 17 verses, 21 crossrefs repositioned
Processing mark_1.xml... ✓ 32 verses, 46 crossrefs repositioned
Processing mark_10.xml... ✓ 38 verses, 66 crossrefs repositioned
Processing mark_11.xml... ✓ 18 verses, 32 crossrefs repositioned
Processing mark_12.xml... ✓ 28 verses, 59 crossrefs repositioned
Processing mark_13.xml... ✓ 25 verses, 55 crossrefs repositioned
Processing mark_14.xml... ✓ 48 verses, 88 crossrefs repositioned
Processing mark_15.xml... ✓ 35 verses, 58 crossrefs repositioned
Processing mark_16.xml... ✓ 14 verses, 35 crossrefs repositioned
Processing mark_2.xml... ✓ 21 verses, 26 crossrefs repositioned
Processing mark_4.xml... ✓ 30 verses, 35 crossrefs repositioned
Processing mark_6.xml... ✓ 30 verses, 45 crossrefs repositioned
Processing mark_7.xml... ✓ 22 verses, 31 crossrefs repositioned
Processing mark_8.xml... ✓ 24 verses, 45 crossrefs repositioned
Processing mark_9.xml... ✓ 35 verses, 48 crossrefs repositioned
Processing matthew_1.xml... ✓ 10 verses, 18 crossrefs repositioned
Processing matthew_10.xml... ✓ 32 verses, 40 crossrefs repositioned
Processing matthew_11.xml... ✓ 18 verses, 32 crossrefs repositioned
Processing matthew_12.xml... ✓ 33 verses, 52 crossrefs repositioned
Processing matthew_13.xml... ✓ 36 verses, 65 crossrefs repositioned
Processing matthew_14.xml... ✓ 23 verses, 29 crossrefs repositioned
Processing matthew_16.xml... ✓ 21 verses, 43 crossrefs repositioned
Processing matthew_17.xml... ✓ 18 verses, 30 crossrefs repositioned
Processing matthew_18.xml... ✓ 20 verses, 27 crossrefs repositioned
Processing matthew_19.xml... ✓ 22 verses, 32 crossrefs repositioned
Processing matthew_2.xml... ✓ 8 verses, 15 crossrefs repositioned
Processing matthew_20.xml... ✓ 16 verses, 21 crossrefs repositioned
Processing matthew_21.xml... ✓ 31 verses, 60 crossrefs repositioned
Processing matthew_22.xml... ✓ 30 verses, 37 crossrefs repositioned
Processing matthew_24.xml... ✓ 32 verses, 58 crossrefs repositioned
Processing matthew_25.xml... ✓ 26 verses, 52 crossrefs repositioned
Processing matthew_26.xml... ✓ 53 verses, 87 crossrefs repositioned
